Id,Name,Type,UnitPrice
11476ef9-f7ab-428f-a92c-8c647a6a2b11,Strawberry Cake,Cake,5500
58fc3969-90f6-4e74-be44-6051081f738b,Latte Coffee,Coffee,4000
105e181a-0a31-4c89-a11d-f57272b6e949,Cappuccino Coffee,Coffee,4500
862d741e-cf76-4524-816b-917b9cabb52a,Orange Juice,Juice,2000
c1de3fd5-a60d-4ee1-89d7-71b716b62f86,Chocolate Cake,Cake,6000
9c80eefc-d2b3-4192-838b-8b768d7b307f,Chocolate Cake,Cake,6000
b7721207-a0a1-4fc4-bc3b-cf62c5fe6531,Red Velvet Cake,Cake,6500
c236f2e9-4b74-439a-8dd9-c9b9e421eaa4,Pineapple Juice,Juice,3500
48620119-88d0-445d-8b59-2b4f306b6137,Vanilla Cake,Cake,5000
dd3eb7fb-49e1-4b0c-8daf-cc1a39978343,Watermelon Juice,Juice,4000
827605c8-38a2-4658-be27-6aeab4369302,Latte Coffee,Coffee,4000
981b2651-96f0-41de-9fb3-b27cd1486d09,Mocha Coffee,Coffee,5000
4dd86dc3-06e5-479e-940b-cfe50d153551,Latte Coffee,Coffee,4000
e136f447-74eb-427b-b6e1-678b0edbc35c,Espresso Coffee,Coffee,2500
261a0b4d-fea2-4d83-ad2c-8f416ed6dd0f,Orange Juice,Juice,2000
ec162750-4200-49e2-ae27-3efe09cdad8a,Grape Juice,Juice,3000
b1aedb85-be84-4c76-bb42-a98f3b61e22f,Pineapple Juice,Juice,3500
421027e3-ec2f-4923-bd80-1582a38d2d7e,Pineapple Juice,Juice,3500
2bdb5992-1a0f-436a-a060-ead4f7c50f5c,Vanilla Cake,Cake,5000
0bded3d6-9c01-47d0-850e-277536c4779d,Watermelon Juice,Juice,4000
4a340287-8ef0-4062-bb43-cf8ff89b120c,Strawberry Cake,Cake,5500
5c40ba6c-2f43-427e-acd8-303d034db45f,Vanilla Cake,Cake,5000
96beb0a6-20b7-4e85-804b-0986d45d3580,Watermelon Juice,Juice,4000
b8308434-763f-48d2-9ace-8a2846e953da,Espresso Coffee,Coffee,2500
248fb5e3-a568-410d-bcc7-6381d8f0c48a,Strawberry Cake,Cake,5500
65290893-958e-4eb9-9c97-cfcc8d9c7423,Mocha Coffee,Coffee,5000
2ddbfe2a-4f21-4f11-ac9c-3bd84039fc37,Grape Juice,Juice,3000
e841aa4f-c200-4cd0-ab8c-1e7a91ad2fd3,Chocolate Cake,Cake,6000
f9771b9c-1eb0-492d-b550-04a4272cc2b6,Latte Coffee,Coffee,4000
0203de5f-69c6-483a-a0cc-f5ebeb00e920,Orange Juice,Juice,2000
8cc96bcf-d217-4fda-98b5-4a0ca9dd3cdf,Carrot Cake,Cake,6000
10188141-0de5-4e67-b469-5a8877bab6f5,Espresso Coffee,Coffee,2500
52ab577f-b9d6-4f17-a6b1-89986c31d4fa,Americano Coffee,Coffee,3000
185c1d6e-d06b-47ec-81e5-1fe2bd44d8c0,Chocolate Cake,Cake,6000
42b604ef-3c11-4a51-a712-7bfc47950008,Chocolate Cake,Cake,6000
2baef528-1f82-4eb2-9b15-d2fa5635c40a,Americano Coffee,Coffee,3000
b44be1ac-952b-4b43-8111-22ab36540de0,Vanilla Cake,Cake,5000
5eaaf63f-7b8d-487d-9aaf-d8358a76a00d,Watermelon Juice,Juice,4000
3750fcbf-3b42-4d25-b8f4-c07544239936,Cappuccino Coffee,Coffee,4500
24516978-a1ff-488a-bb52-c6ee3dc80d27,Pineapple Juice,Juice,3500
b409cffa-b1d4-4fa8-98de-1113a5e6cd7f,Watermelon Juice,Juice,4000
801910ee-8fcc-4a0c-93bb-9a0d7bf5072d,Strawberry Cake,Cake,5500
5d5e52b7-1255-4f3a-a1a2-75518fee9c69,Pineapple Juice,Juice,3500
452cc704-c7c3-42c9-bb6e-10e42058ff64,Grape Juice,Juice,3000
a9e36fa9-d0a3-45f8-bf0f-d997430cd920,Grape Juice,Juice,3000
4231a149-e456-45ef-a19a-99930ebc99dc,Strawberry Cake,Cake,5500
949fd565-b86f-42c2-881c-96e14563e3f8,Vanilla Cake,Cake,5000
b55553c1-f5f0-4690-a450-254bcf1a8c79,Grape Juice,Juice,3000
3a4c38ec-1ba2-43fb-89c1-98c0c40865ad,Chocolate Cake,Cake,6000
4cc3a670-1e7e-41c2-ba69-c0f9d77e17ca,Mocha Coffee,Coffee,5000
c1d5f138-5022-4d93-92aa-91c09eb03349,Espresso Coffee,Coffee,2500
f91c2131-2d29-4be6-a352-917b0dfa05ca,Apple Juice,Juice,2500
f8b8ac2c-6678-4521-a64d-92cc6a0047d7,Pineapple Juice,Juice,3500
4b99221c-20c2-4d3e-8108-06f62ab669b7,Apple Juice,Juice,2500
097d8aae-6bdc-4b64-b0f7-6bbbe80d0749,Chocolate Cake,Cake,6000
5ddab83b-37b6-46b5-9b03-48102790ee00,Red Velvet Cake,Cake,6500
e8a06e6d-1cbb-451b-8fb0-05f3144be02f,Red Velvet Cake,Cake,6500
ce928a65-568f-401d-bb13-8b465336ad38,Espresso Coffee,Coffee,2500
6cd7e916-97c3-468b-87ba-226c85962fa1,Apple Juice,Juice,2500
a47ed6a6-ca55-4cce-ae23-262bfbf502ae,Vanilla Cake,Cake,5000
3e5f12ea-0c58-4e85-808e-525e0440500b,Red Velvet Cake,Cake,6500
11763284-1c23-4f88-999a-69ab3eb1db3c,Red Velvet Cake,Cake,6500
29cf0b32-9dd0-44eb-9008-05028f1b1d73,Red Velvet Cake,Cake,6500
366d96e9-d45f-4ffe-af1b-b9fa16a46893,Chocolate Cake,Cake,6000
4520c002-4f51-4580-a06d-3f81256b0d36,Mocha Coffee,Coffee,5000
fac40b35-da45-4f9e-b19a-92cd4a82c9ef,Pineapple Juice,Juice,3500
c07f4fe3-41f3-4b54-b82f-220e115238fb,Americano Coffee,Coffee,3000
2127917a-9812-4c8a-b95d-2e5babc3b59e,Cappuccino Coffee,Coffee,4500
ce96c36a-fce7-4b35-9bbd-97f9a57dd571,Watermelon Juice,Juice,4000
7843c706-e462-47a4-ac89-590ec5b56eed,Vanilla Cake,Cake,5000
2f5103ff-f16a-4e15-a1d3-ad6994f15260,Cappuccino Coffee,Coffee,4500
ed1d2912-92eb-495d-8f24-0f5c1f2aa02e,Orange Juice,Juice,2000
f461fcfe-539f-46d5-82b9-832afda55772,Vanilla Cake,Cake,5000
2e70ce38-885c-4c25-8cc9-597db94d97e2,Red Velvet Cake,Cake,6500
402ecf46-3352-4655-bff6-9c4e7f0c79c7,Espresso Coffee,Coffee,2500
dffb2b3f-f981-44d5-ab7a-d90e422bdd85,Carrot Cake,Cake,6000
38312375-7202-4018-98b4-a71f5f19539a,Apple Juice,Juice,2500
cdaf6cb3-e781-4ecb-9409-da13a1d871e3,Orange Juice,Juice,2000
412830c9-b292-438d-9768-cfd6611fa74d,Grape Juice,Juice,3000
383e080b-f70d-4f83-a57a-d3a6eac54280,Pineapple Juice,Juice,3500
e28dfcf6-a638-40ab-888f-5c7453f0d87b,Pineapple Juice,Juice,3500
14f18bd3-d5ef-436b-bb12-a4b4c9827b69,Apple Juice,Juice,2500
6634386c-fddc-4bad-abb2-fbd2fb63f1c6,Espresso Coffee,Coffee,2500
237b4e1c-dd3e-4497-9fa3-258bd649649e,Orange Juice,Juice,2000
31d955f4-bcae-4254-be87-cde756aa6973,Latte Coffee,Coffee,4000
838fd048-968f-4eea-8eef-5e55bc634857,Red Velvet Cake,Cake,6500
b4be6053-2184-4565-8e53-1850b98cc7ae,Americano Coffee,Coffee,3000
88e128b1-0175-4262-a4de-e71a53784842,Americano Coffee,Coffee,3000
b3874773-e182-48a9-9200-f7c0121a9193,Mocha Coffee,Coffee,5000
023ccd3b-47b8-4fcf-a3e8-709b927c72a4,Latte Coffee,Coffee,4000
52303492-d47c-40da-836d-d13656ee3706,Vanilla Cake,Cake,5000
48e388c7-b553-4fa3-a76e-496cfd6c4f74,Apple Juice,Juice,2500
309acb85-bcea-4438-a222-0a80ee9a62c3,Vanilla Cake,Cake,5000
96b517d0-a93e-478d-bd72-d93cf34c2af7,Cappuccino Coffee,Coffee,4500
6be8b922-f75e-4bb4-ba93-176c0197edcb,Apple Juice,Juice,2500
e7617af4-90cf-4a3c-a3c3-11c69bc9058c,Orange Juice,Juice,2000
84e04ed9-5c02-46b0-969f-de12917eeb7c,Orange Juice,Juice,2000
daec088f-e72b-40d0-887e-4285b542ee32,Orange Juice,Juice,2000
25aefbad-c9d3-4de4-857a-ebf8bf0b0d3f,Latte Coffee,Coffee,4000
37ad9a7f-9c9b-4ed0-bb17-3442851f1543,Watermelon Juice,Juice,4000
61bb2ca4-f28f-4d64-aa77-b7f4e2a3055c,Americano Coffee,Coffee,3000
23ba76fc-7d8d-48e4-ab6e-a4b2e344221e,Vanilla Cake,Cake,5000
b11d7736-d835-464d-92bf-de4fe14cbaf8,Vanilla Cake,Cake,5000
b907aae9-f985-4a25-ac6f-cef0e36cb2ac,Pineapple Juice,Juice,3500
31865ca0-e010-49e7-a8d8-40935ecd3ba3,Latte Coffee,Coffee,4000
744e36bc-e889-4211-85f7-a872db8713ed,Pineapple Juice,Juice,3500
8746c244-458e-459b-a260-164744c2f1a7,Strawberry Cake,Cake,5500
07bd4afd-09ed-4ae8-9ff8-a4722b836314,Vanilla Cake,Cake,5000
7426bfae-319d-421f-b945-4c48450af44c,Pineapple Juice,Juice,3500
3e2f0e7f-91b8-4425-a9df-2445fd0120b3,Vanilla Cake,Cake,5000
1ad5e99a-8396-4cbe-9608-b2881fc2c4f4,Americano Coffee,Coffee,3000
cf465c9e-cb43-4662-b5c2-d524b9445ff5,Watermelon Juice,Juice,4000
c2bf812b-a185-4c0b-90f6-cbfc84e51ced,Chocolate Cake,Cake,6000
da88895f-c17c-4a9b-8b77-3ef468d90220,Latte Coffee,Coffee,4000
af1de79a-0323-460e-9f4d-c643f5061f82,Mocha Coffee,Coffee,5000
9118937f-c900-4ef3-aa6b-d84379dbfc17,Carrot Cake,Cake,6000
92b0f37b-c1e6-4887-a57d-c2fc76663e6a,Orange Juice,Juice,2000
9092313b-7ed4-49b1-9859-d3b813ef705b,Espresso Coffee,Coffee,2500
bf1c700f-aaaa-4df6-91cf-119062f9e0d5,Apple Juice,Juice,2500
acbafd02-c501-493f-aaf5-4f5b86b2f639,Mocha Coffee,Coffee,5000
88080faa-f3ab-4f2c-b003-41f8a21b02ba,Grape Juice,Juice,3000
3c1cad2f-84d9-45f9-9e6b-fb7c5160feb8,Watermelon Juice,Juice,4000
d1aaabcb-06e8-49c7-abe6-51183d2c9a5a,Strawberry Cake,Cake,5500
7b5ce00b-4aff-41a4-9338-058ca49ab2a9,Pineapple Juice,Juice,3500
69e8384d-0f3a-435d-97b2-3eb036871f6f,Pineapple Juice,Juice,3500
8ce56f86-b06b-48bb-871b-2bdbe5a8a40e,Carrot Cake,Cake,6000
17205eff-2461-4d5a-b65b-1c92ae768f08,Mocha Coffee,Coffee,5000
1547789f-c8c8-404d-a172-dd5ae7280d6d,Mocha Coffee,Coffee,5000
e55b697b-8f88-4948-b931-187cba49d4c3,Orange Juice,Juice,2000
951480d0-742a-4d14-9b7a-d21ed89460b0,Espresso Coffee,Coffee,2500
761ab1bc-d23e-423e-8df3-d9a9e6d5329e,Cappuccino Coffee,Coffee,4500
cd8e4fa5-b8c9-4af1-9a44-8a9ff6c4f0d3,Vanilla Cake,Cake,5000
e2d9de37-3900-4d5f-9e1f-9290ebef7db5,Carrot Cake,Cake,6000
cfb9a376-31dc-4525-a7af-13cd0096f880,Orange Juice,Juice,2000
1c70d315-8976-479e-82c1-530e4d25084b,Watermelon Juice,Juice,4000
70f19c01-3625-4893-8ae6-bb21b3b75041,Watermelon Juice,Juice,4000
ff8f03c1-c6f3-407f-a138-04ba534096be,Espresso Coffee,Coffee,2500
0ed68b7a-f53f-4624-8252-15abc69c24e4,Vanilla Cake,Cake,5000
034cf651-ef4b-4db7-a75e-2aa9d6616ee9,Cappuccino Coffee,Coffee,4500
7a9747f1-fbf1-4e89-8702-4cc64815e3c6,Watermelon Juice,Juice,4000
